prompt_id;prompt;response_id;user;response;data_type;check_responseid;check_user;check_response;check_type
2904; Kata yang digunakan untuk menyebut kemampuan untuk merasa. ;4301;214;indra pekhase;1;4402;171;indra perasa;DAILY CHECK
2906; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan perasaan. ;4171;214;pekhasaen;1;4498;245;perasaan;DAILY CHECK
2907; Kata yang digunakan untuk menyebut rasa tertentu pada sesuatu. ;4168;214;pekhasaen;1;4637;169;perasaan;DAILY CHECK
2908; Kata yang menunjukkan bahwa sesuatu rasanya mirip dengan sesuatu lainnya atau terasa seperti keadaan tertentu. ;4175;214;khasene mirip khut;1;4415;169;rasanya seperti;DAILY CHECK
2910; Kata yang digunakan untuk menyebut merasa enak. ;4180;214;nyaman;1;4378;169;nyaman;DAILY CHECK
2911; Kata yang digunakan untuk menyebut merasa tidak enak. ;4307;214;malot nyaman;1;4442;169;tidak nyaman;DAILY CHECK
2917; Kata yang menjelaskan sifat sesuatu yang rasanya buruk. ;4187;214;gatel;1;4407;171;gatal;DAILY CHECK
2918; Kata yang menjelaskan sifat sesuatu yang rasanya buruk. ;4193;214;mengamengken;1;4379;169;mengiyakan;DAILY CHECK
2921; Kata yang digunakan untuk menyebut perasaan yang buruk. ;4200;214;sakit;1;4499;245;sakit;DAILY CHECK
2922; Kata yang digunakan untuk menyebut perasaan yang buruk. ;4197;214;gatel;1;4422;169;gatal;DAILY CHECK
2927; Kata yang menjelaskan sifat sesuatu yang dapat dirasa. ;4202;214;nemu ni gelem;1;5777;169;bisa di pegang;DAILY CHECK
2931; Kata yang menjelaskan sifat sesuatu yang tidak dapat dirasa. ;4317;214;nalot nemu ni deges;1;5996;171;tidak disentuh;DAILY CHECK
2932; Kata yang digunakan untuk menyebut bisa merasakan hal-hal yang umumnya tidak dapat dirasakan oleh orang lain. ;4219;214;tesentuh;1;5972;171;tersentuh;DAILY CHECK
2935; Kata yang digunakan untuk menyebut tidak bisa merasakan apa-apa. ;4237;214;mati khase;1;4425;169;mati rasa;DAILY CHECK
2938; Kata yang digunakan untuk menyebut tindakan membuat seseorang tidak bisa merasakan apa-apa. ;4247;214;membius;1;5944;171;membius;DAILY CHECK
3361; Kata yang digunakan untuk menyebut keadaan terluka. ;4479;171;mekhugah;1;4534;214;terluka;DAILY CHECK
3362; Kata yang digunakan untuk menyebut keadaan terluka. ;4471;171;medhakhoh;1;4539;214;berdarah;DAILY CHECK
3363; Kata yang digunakan untuk menyebut keadaan terluka. ;4484;171;sakit mekhugah;1;4551;214;sakit terluka;DAILY CHECK
3363; Kata yang digunakan untuk menyebut keadaan terluka. ;4484;171;sakit mekhugah;1;4633;169;sekit parah;DAILY CHECK
3364; Kata yang digunakan untuk menyebut seseorang yang terluka. ;4480;171;jeme si mekhugah;1;4548;214;orang yang terluka;DAILY CHECK
3365; Kata yang digunakan untuk menyebut seseorang yang terluka. ;4486;171;jeme si mesui ate;1;4532;214;manusia yang sakit hati;DAILY CHECK
3366; Kata yang digunakan untuk menyebut seseorang yang terluka. ;4491;171;kokhban kecelakaan / bencane alam;1;4530;214;korban kecelakaan/bencana alam;DAILY CHECK
3367; Kata yang digunakan untuk menyebut seseorang yang terluka dalam perang. ;4476;171;kokhban pekhang;1;4550;214;korban perang;DAILY CHECK
3368; Kata yang menjelaskan keadaan seseorang yang terluka. ;4470;171;mekhugah;1;4546;214;terluka;DAILY CHECK
3370; Kata yang menjelaskan keadaan salah satu anggota tubuh yang terluka. ;4473;171;mekhugah;1;4541;214;terluka;DAILY CHECK
3372; Kata yang menjelaskan keadaan salah satu anggota tubuh yang terluka. ;4493;171;khusak;1;4531;214;rusak;DAILY CHECK
3378; Kata yang digunakan untuk menyebut luka. ;4490;171;tesayat;1;4547;214;tersayat;DAILY CHECK
3379; Kata yang digunakan untuk menyebut luka. ;4485;171;ni tikam;1;4542;214;di tusuk;DAILY CHECK
3380; Kata yang digunakan untuk menyebut luka. ;4496;171;ni tikam;1;4537;214;di tusuk;DAILY CHECK
3384; Kata yang digunakan untuk menyebut luka. ;4492;171;meseng sinakh mate walhi;1;4549;214;hangus dinat mata hari;DAILY CHECK
3387; Kata yang digunakan untuk menyebut luka. ;4497;171;putok tulan;1;4540;214;patah tulang;DAILY CHECK
3389; Kata yang digunakan untuk menyebut luka. ;4489;171;mate ni cungkit, ni tikam, nipitungken ;1;4543;214;mati di congkil,  di tusuk dibutakan;DAILY CHECK
3390; Kata yang digunakan untuk menyebut luka. ;4495;171;igung medhakhoh;1;4535;214;hidung berdarah;DAILY CHECK
3724; Apa gejala yang terjadi ketika seseorang mulai kehilangan kesadarannya. ;4500;214;bene daye keseimbangen;1;5983;171;hilang daya keseimbangan ;DAILY CHECK
3726; Apa gejala orang yang tidak sadarkan diri. ;4505;214;malot lot daye jeli;1;4631;260;gak ada jual jeli;DAILY CHECK
3734;Kata yang digunakan untuk menyebut keadaan linglung atau bingung. ;4509;214;pudal;1;5908;171;tumpul;DAILY CHECK
3736; Kata yang digunakan untuk menyebut keadaan yang sedikit membingungkan. ;4504;214;citok kelikhu;1;4639;169;salah sedikit;DAILY CHECK
3737; Kata yang digunakan untuk menyebut keadaan yang sedikit membingungkan. ;4521;214;mekhase kukhang tentekham;1;5912;171;merasa kurang tentram ;DAILY CHECK
3739; Kata yang digunakan untuk menyebut keadaan yang sangat membingungkan. ;4508;214;pikekhrn benakh-benakh malot menentu;1;6804;171;pikiran benar-benar tidak menentu;DAILY CHECK
3741; Kata yang menjelaskan keadaan pikiran seseorang yang dapat berfungsi dengan baik. ;4510;214;nemu mepikekh khut sehat;1;5920;171;bisa berpikir dan sehat;DAILY CHECK
3743; Kata yang menjelaskan keadaan pikiran seseorang yang dapat berfungsi dengan baik. ;4513;214;tajem pikekhene;1;5931;171;tajam pikirannya;DAILY CHECK
3788; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;4556;214;membedah//mengoperasi;1;5913;171;membedah;DAILY CHECK
3789; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;4560;214;membelah;1;5925;171;membelah;DAILY CHECK
3791; Kata yang digunakan untuk menyebut operasi atau pembedahan. ;4563;214;menjahit luke su dibedah;1;5924;171;menjahit luka yang dibedah;DAILY CHECK
3966; Kata yang digunakan untuk menyebut sesuatu yang menyebabkan seseorang sakit jiwa. ;4656;214;trauma jiwe;1;5994;171;jiwa trauma;DAILY CHECK
3968; Kata yang digunakan untuk menyebut keadaan agak cacat mental atau sangat cacat mental. ;4661;214;keterbelakangen mental pakhah;1;6803;171;sangat keterbelakangan mental ;DAILY CHECK
3969; Kata yang digunakan untuk menyebut orang yang sakit jiwa. ;4655;214;khalak gile;1;5949;171;orang gila;DAILY CHECK
3976; Kata yang digunakan untuk menyebut rumah sakit untuk orang yang sakit jiwa. ;4664;214;khumah sakit jiwe;1;5751;169;Rumah Sakit jiwa;DAILY CHECK
4024; Kata yang digunakan untuk menyebut orang yang sudah menikah. ;4668;214;pasangen geluh;1;5941;171;pasangan hidup;DAILY CHECK
4026; Kata yang digunakan untuk menyatakan hubungan antara suami dan istri. ;4672;214;menjage pasangen geluh;1;5985;171;menjaga pasangan hidup;DAILY CHECK
4027; Kata yang digunakan untuk menyatakan hubungan antara suami dan istri. ;4677;214;khamah;1;6777;169;pacar;DAILY CHECK
4029; Kata yang digunakan untuk menyebut menikah lagi setelah menjanda atau bercerai. ;4681;214;kawin tule;1;5962;171;menikah lagi;DAILY CHECK
4030; Kata yang digunakan untuk menyebut menikah lagi setelah menjanda atau bercerai. ;4679;214;kawin tule;1;5969;171;menikah lagi;DAILY CHECK
4040; Kata yang digunakan untuk menyebut hidup bersama dengan seseorang tanpa ikatan pernikahan. ;4680;214;geluh khut;1;5916;171;hidup bersama;DAILY CHECK
4046; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan pernikahan. ;4687;214;penikahen;1;5952;171;pernikahan;DAILY CHECK
4082; Apa saja bagian dari suatu upacara pernikahan. ;4699;214;perose pekawinken;1;5954;171;proses perkawinan;DAILY CHECK
4089; Kata yang digunakan untuk menyebut orang yang sedang menjalani upacara pernikahan. ;4715;214;pengantin naklaki;1;5976;171;pengantin laki-laki;DAILY CHECK
4092; Siapa lagi orang yang terlibat dalam suatu upacara pernikahan. ;4722;214;pengantin nak khu;1;5910;171;pengantin perempuan ;DAILY CHECK
4213; Kata yang digunakan untuk menyebut sifat seseorang yang membuat orang lain tertarik untuk mengadakan hubungan seksual dengannya. ;4733;264;seksi;1;4796;214;seksi;DAILY CHECK
4263; Kata yang digunakan untuk menyebut menggoda//membujuk seseorang untuk melakukan hubungan seks di luar pernikahan. ;4800;214;memikat;1;5948;171;memikat;DAILY CHECK
4265; Kata yang digunakan untuk menyebut menggoda//membujuk seseorang untuk melakukan hubungan seks di luar pernikahan. ;4783;214;mekhangsang;1;5992;171;meransang;DAILY CHECK
4287; Kata yang digunakan untuk menyebut memaksa seorang wanita untuk melakukan hubungan seks. ;4812;214;mepekosa;1;5911;171;memperkosa;DAILY CHECK
4323;Kata yang digunakan untuk menyebut proses pada saat seorang pria menyebabkan seorang wanita menjadi hamil. ;4815;214;menghamili;1;5943;171;menghamili;DAILY CHECK
4327; Kata yang digunakan untuk menyebut proses seorang wanita menjadi hamil. ;4818;214;mengandung;1;5963;171;mengandung;DAILY CHECK
4340; Kata yang digunakan untuk menyebut bagian dari ayah dan bagian dari ibu yang akan menghasilkan seorang bayi. ;4842;214;sel telukh;1;5933;171;sel telur;DAILY CHECK
4351; Kata yang digunakan untuk menyebut bagian-bagian di sekitar janin yang menghubungkannya dengan rahim ibunya. ;4832;214;lawe ketuban;1;5750;169;air ketuban;DAILY CHECK
4352;Kata yang digunakan untuk menyebut mencegah kehamilan. ;4839;214;pengendali;1;5898;171;pengendali;DAILY CHECK
4376;Kata yang digunakan untuk menyebut membantu seorang wanita yang sedang bersalin. ;4823;214;nempukhi melakheken;1;5756;169;menolong persalinan;DAILY CHECK
4443; Kata yang digunakan untuk menyebut usaha menenangkan bayi yang sedang menangis. ;5632;214;menenangken;1;5988;171;menenangkan ;DAILY CHECK
4446; Kata yang digunakan untuk menyebut menggendong bayi. ;5630;214;mengendong;1;5959;171;menggendong;DAILY CHECK
4449; Apa benda yang digunakan untuk membawa bayi. ;5635;214;honda anak;1;5955;171;kereta si anak;DAILY CHECK
4450; Di mana tempat meletakkan bayi. ;5634;214;kas medem bayi;1;5977;171;tempat tidur bayi;DAILY CHECK
4514; Kata yang menjelaskan ciri seseorang yang belum dewasa. ;5658;186;dang masak;1;5738;214;sedang masak;DAILY CHECK
4514; Kata yang menjelaskan ciri seseorang yang belum dewasa. ;5658;186;dang masak;1;5940;171;sedang memasak;DAILY CHECK
4563; Apa masalah yang dihadapi oleh orang-orang yang lanjut usia. ;5717;171;linglung;1;5730;214;bingung;DAILY CHECK
4564; Apa masalah yang dihadapi oleh orang-orang yang lanjut usia. ;5724;171;lemes badan ;1;5733;214;lemas badan;DAILY CHECK
4566; Kata yang digunakan untuk menyebut menjaga orang yang sudah lanjut usia. ;5720;171;pekhawaten te bhe khangtue;1;5739;214;perawatan;DAILY CHECK
4568; Kata yang digunakan untuk menyebut menjaga orang yang sudah lanjut usia. ;5725;171;panti;1;5741;214;panti;DAILY CHECK
4575; Kata yang digunakan untuk menyebut bertumbuh dengan cepat atau baik. ;5716;171;nggeluh mejile;1;5735;214;hidup bagus;DAILY CHECK
4578; Kata yang menjelaskan sifat sesuatu yang tidak bisa bertumbuh lagi. ;5723;171;akekh balekh;1;5737;214;akil balikh;DAILY CHECK
4580; Kata yang menjelaskan sifat sesuatu yang masih terus bertumbuh. ;5728;171;mange tasak;1;5740;214;belum matang;DAILY CHECK
286368;;1513;204;ni;1;1968;249;ni;DAILY CHECK
286368;;1513;204;ni;1;3446;171;di;DAILY CHECK
286372;;1371;237;bunga;1;1989;249;bunga;DAILY CHECK
286372;;1371;237;bunga;1;2044;209;bunga;DAILY CHECK
286372;;1371;237;bunga;1;2083;205;bunge;DAILY CHECK
286375;;1394;202;let;1;2038;209;ada;DAILY CHECK
286375;;1545;204;kandu;1;2055;233;anda;DAILY CHECK
286375;;1659;231;kao;1;1979;249;kamu;DAILY CHECK
286376;;1405;202;atope;1;1993;249;atau pun;DAILY CHECK
286379;;1444;210;dakhi;1;2218;214;jemput;DAILY CHECK
286379;;1444;210;dakhi;1;2630;238;jemput ;DAILY CHECK
286379;;1444;210;dakhi;1;2734;202;temput;DAILY CHECK
286379;;1686;209;kakhene;1;1880;169;karena;DAILY CHECK
286379;;1686;209;kakhene;1;3451;171;karena;DAILY CHECK
286379;;1755;215;oleh;1;1932;249;oleh;DAILY CHECK
286381;;1669;234;sadek;1;1988;249;satu;DAILY CHECK
286382;;1379;237;saya;1;1990;249;saya;DAILY CHECK
286385;;1364;227;untuk;1;1975;249;untuk;DAILY CHECK
286385;;1708;209;gune;1;2065;233;guna;DAILY CHECK
286385;;1708;209;gune;1;2213;214;guna;DAILY CHECK
286386;;1701;238;let me;1;1977;249;ada itu;DAILY CHECK
286386;;1769;205;Let lah;1;1871;169;ada sesuatu;DAILY CHECK
286387;;1624;205;dengan;1;1885;209;bersama;DAILY CHECK
286389;;1399;202;jadhi;1;1967;249;jadi;DAILY CHECK
286389;;1399;202;jadhi;1;2036;209;jadi;DAILY CHECK
286394;;1898;169;khut;1;2090;249;ikut;DAILY CHECK
286394;;1898;169;khut;1;2233;214;ikut;DAILY CHECK
286396;;1952;209;sikel;1;2095;249;mau;DAILY CHECK
286397;;1917;209;mejile;1;2132;249;cantik;DAILY CHECK
286398;;1901;169;nemu;1;2122;249;bisa;DAILY CHECK
286399;;1904;169;sengkikhene;1;2136;249;dikarenakan;DAILY CHECK
286401;;1926;209;kami;1;2139;249;kami;DAILY CHECK
286402;;1905;169;telu;1;2110;249;tiga;DAILY CHECK
286403;;1944;209;si;1;3452;171;yang;DAILY CHECK
286404;;1939;209;nangat;1;3686;169;ingin;DAILY CHECK
286405;;1940;209;cut;1;2100;249;kecil;DAILY CHECK
286406;;1954;209;malet;1;2125;249;tidak;DAILY CHECK
286407;;1919;209;udakhe;1;2105;249;udahan;DAILY CHECK
286408;;1955;209;waktu;1;2121;249;waktu;DAILY CHECK
286409;;2014;249;sade;1;2237;214;sendiri;DAILY CHECK
286409;;2014;249;sade;1;2426;249;sendiri;DAILY CHECK
286409;;2014;249;sade;1;2729;202;sendiri;DAILY CHECK
286409;;2014;249;sade;1;2799;209;sendirian;DAILY CHECK
286410;;1953;209;bermain;1;2131;249;bermain;DAILY CHECK
286411;;1914;215;laeine;1;2119;249;lainya;DAILY CHECK
286412;;1929;209;kumpulen;1;2093;249;kumpulan;DAILY CHECK
286413;;1920;209;kune;1;2098;249;bagaimana;DAILY CHECK
286414;;1996;249;melakuken;1;2209;214;malakukan;DAILY CHECK
286415;;1931;209;kabari;1;2112;249;kabari;DAILY CHECK
286415;;1931;209;kabari;1;2234;214;kabari;DAILY CHECK
286416;;1924;209;sade-sade;1;2109;249;sendirian;DAILY CHECK
286418;;2254;209;bace;1;2354;214;baca;DAILY CHECK
286420;;2255;209;belin;1;2359;214;besar;DAILY CHECK
286476;;2455;249;gelakh;1;2537;214;nama;DAILY CHECK
286481;;2460;249;khendah;1;2792;209;rendah;DAILY CHECK
286483;;2462;249;bekhati;1;2535;214;berarti;DAILY CHECK
286498;;2591;169;lhet;1;2671;249;lihat;DAILY CHECK
286499;;2578;169;due;1;2663;249;dua;DAILY CHECK
286501;;2622;249;cakhe;1;2739;202;cara;DAILY CHECK
286502;;2599;169;wakhi;1;2687;249;hari;DAILY CHECK
286503;;2627;249;jadi;1;2749;202;jadi ;DAILY CHECK
286504;;2596;169;nangkih;1;2709;249;naik;DAILY CHECK
286518;;2772;209;metoh;1;2864;249;tahu;DAILY CHECK
286519;;2803;209;kalak;1;2867;249;orang;DAILY CHECK
286540;;2930;214;dauh;1;3062;249;jauh;DAILY CHECK
286541;;2921;214;kikhi;1;3052;249;kiri;DAILY CHECK
286873;;4012;214;nade;1;5970;171;nada;DAILY CHECK
286877;;4017;214;dakhoh;1;5981;171;darah;DAILY CHECK
286878;;3977;214;babah;1;4636;169;mulut;DAILY CHECK
286879;;4035;214;tepat;1;5946;171;tepat;DAILY CHECK
286881;;3997;214;kantokh;1;4351;171;kantor;DAILY CHECK
286884;;4037;214;persen;1;4359;171;pekhsen;DAILY CHECK
286885;;4001;214;deges;1;5964;171;sentuh;DAILY CHECK
286886;;4030;214;simbol;1;4365;171;tanda;DAILY CHECK
286894;;4044;214;pedalanen;1;4369;171;perjalanan ;DAILY CHECK
286897;;4019;214;imbang;1;4357;171;kawan;DAILY CHECK
286901;;4049;214;saat;1;5974;171;saat;DAILY CHECK
286905;;4056;214;kasus;1;5773;169;kasus;DAILY CHECK
286909;;4252;214;putra;1;4426;169;putra;DAILY CHECK
286912;;4257;214;mbene;1;4400;171;hilang;DAILY CHECK
286916;;4265;214;kontkhol;1;5936;171;kontrol;DAILY CHECK
286919;;4269;214;membunuh;1;5932;171;membunuh;DAILY CHECK
286921;;4272;214;mecampukh;1;5776;169;bercampur;DAILY CHECK
286923;;4274;214;mengumpulkan;1;5900;171;mengumpulkan;DAILY CHECK
286925;;4327;214;susu;1;4391;171;susu;DAILY CHECK
286926;;4286;214;usie;1;4411;169;usia;DAILY CHECK
286928;;4276;214;kamus;1;4392;171;kamus;DAILY CHECK
286930;;4328;214;lukhus;1;5905;171;lurus;DAILY CHECK
286937;;4314;214;miskin;1;4404;171;miskin;DAILY CHECK
286938;;4339;214;tenang;1;4373;169;tenang;DAILY CHECK
286941;;4318;214;membayar;1;4445;169;membayar;DAILY CHECK
287260;memiliki keengganan yang kuat untuk: merasa sangat tidak menyenangkan;4834;214;membenci;1;5945;171;membenci;DAILY CHECK
2497; Kata yang menjelaskan ciri seorang pria yang tampan. ;3565;214;imute;1;6888;169;manis;NOT YET CHECKED
